event_id,event_name,event_type,district_id,start_timestamp,end_timestamp,expected_attendance,actual_attendance,event_impact_level
EVT_0241,Cultural Festival 2024,Cultural Festival,D19,2024-09-23 11:00:00,2024-09-23 17:00:00,7040,5631,Low
EVT_0242,Public Holiday 2025,Public Holiday,D06,2025-05-24 11:00:00,2025-05-24 22:00:00,27332,22746,High
EVT_0243,Concert 2024,Concert,D02,2024-11-23 12:00:00,2024-11-23 18:00:00,73798,68500,Extreme
EVT_0244,Football Match 2024,Football Match,D12,2024-01-30 14:00:00,2024-01-30 23:00:00,35223,34330,High
EVT_0245,Public Holiday 2024,Public Holiday,D19,2024-09-26 14:00:00,2024-09-26 20:00:00,19031,16674,High
EVT_0246,Market 2025,Market,D05,2025-06-20 12:00:00,2025-06-20 15:00:00,1423,1136,Medium
EVT_0247,Marathon 2023,Marathon,D12,2023-08-04 18:00:00,2023-08-05 02:00:00,73909,63301,Extreme
EVT_0248,Cultural Festival 2023,Cultural Festival,D17,2023-10-02 11:00:00,2023-10-02 16:00:00,6394,6234,Low
EVT_0249,Market 2024,Market,D17,2024-06-27 12:00:00,2024-06-27 21:00:00,2531,2370,Low
EVT_0250,Market 2024,Market,D10,2024-03-03 16:00:00,2024-03-03 19:00:00,7816,8471,Medium
EVT_0251,Public Holiday 2023,Public Holiday,D17,2023-10-01 12:00:00,2023-10-01 23:00:00,28146,27429,High
EVT_0252,Conference 2025,Conference,D15,2025-12-11 17:00:00,2025-12-11 23:00:00,1987,1612,Medium
EVT_0253,Parade 2025,Parade,D12,2025-03-18 10:00:00,2025-03-18 21:00:00,38584,39504,High
EVT_0254,Public Holiday 2024,Public Holiday,D16,2024-01-24 11:00:00,2024-01-24 15:00:00,27044,24649,High
EVT_0255,Public Holiday 2024,Public Holiday,D19,2024-10-29 13:00:00,2024-10-29 19:00:00,20178,21634,High
EVT_0256,Conference 2023,Conference,D08,2023-09-28 17:00:00,2023-09-29 04:00:00,5577,4972,Medium
EVT_0257,Marathon 2025,Marathon,D17,2025-10-03 09:00:00,2025-10-03 19:00:00,52174,41110,Extreme
EVT_0258,Parade 2024,Parade,D05,2024-09-18 11:00:00,2024-09-18 17:00:00,24567,21840,High
EVT_0259,Parade 2025,Parade,D16,2025-02-21 13:00:00,2025-02-21 18:00:00,39176,31284,High
EVT_0260,Parade 2025,Parade,D06,2025-07-01 15:00:00,2025-07-01 21:00:00,26300,25728,High
EVT_0261,Football Match 2023,Football Match,D08,2023-10-24 11:00:00,2023-10-24 19:00:00,54775,57399,Extreme
EVT_0262,Marathon 2023,Marathon,D18,2023-09-14 09:00:00,2023-09-14 19:00:00,40389,38818,High
EVT_0263,Market 2023,Market,D12,2023-01-26 14:00:00,2023-01-26 22:00:00,7716,7566,Medium
EVT_0264,Market 2024,Market,D15,2024-07-11 11:00:00,2024-07-11 14:00:00,3800,3498,Low
EVT_0265,Conference 2023,Conference,D09,2023-02-17 16:00:00,2023-02-17 21:00:00,6808,6916,Low
EVT_0266,Conference 2023,Conference,D13,2023-04-17 09:00:00,2023-04-17 19:00:00,5987,5460,Low
EVT_0267,Public Holiday 2023,Public Holiday,D15,2023-02-25 18:00:00,2023-02-26 03:00:00,13828,13109,High
EVT_0268,Market 2024,Market,D10,2024-01-26 14:00:00,2024-01-27 01:00:00,6463,7581,Low
EVT_0269,Concert 2023,Concert,D16,2023-08-02 09:00:00,2023-08-02 20:00:00,53623,53828,Extreme
EVT_0270,Marathon 2023,Marathon,D07,2023-05-01 15:00:00,2023-05-02 02:00:00,24492,22254,High
EVT_0271,Political Event 2024,Political Event,D17,2024-04-02 11:00:00,2024-04-02 14:00:00,9210,8605,Medium
EVT_0272,Cultural Festival 2024,Cultural Festival,D07,2024-06-20 09:00:00,2024-06-20 18:00:00,5615,5485,Low
EVT_0273,Concert 2023,Concert,D14,2023-03-14 15:00:00,2023-03-15 00:00:00,42190,36380,High
EVT_0274,Conference 2025,Conference,D15,2025-01-02 12:00:00,2025-01-02 15:00:00,1593,1525,Low
EVT_0275,Conference 2023,Conference,D07,2023-12-29 11:00:00,2023-12-29 21:00:00,4808,4219,Medium
EVT_0276,Market 2023,Market,D09,2023-11-06 15:00:00,2023-11-06 19:00:00,1201,1002,Medium
EVT_0277,Festival 2024,Festival,D19,2024-10-27 11:00:00,2024-10-27 15:00:00,21381,20208,High
EVT_0278,Parade 2024,Parade,D16,2024-05-28 13:00:00,2024-05-28 17:00:00,10386,8231,High
EVT_0279,Concert 2025,Concert,D08,2025-04-03 16:00:00,2025-04-03 20:00:00,73160,53428,Extreme
EVT_0280,Cultural Festival 2024,Cultural Festival,D18,2024-03-05 09:00:00,2024-03-05 18:00:00,6476,5410,Low
EVT_0281,Marathon 2023,Marathon,D18,2023-12-28 09:00:00,2023-12-28 20:00:00,70583,70367,Extreme
EVT_0282,Conference 2025,Conference,D20,2025-03-01 14:00:00,2025-03-01 18:00:00,3658,3448,Low
EVT_0283,Public Holiday 2024,Public Holiday,D07,2024-06-17 15:00:00,2024-06-18 02:00:00,20213,17654,High
EVT_0284,Festival 2024,Festival,D03,2024-12-09 10:00:00,2024-12-09 15:00:00,23467,24484,High
EVT_0285,Political Event 2024,Political Event,D18,2024-08-06 17:00:00,2024-08-07 02:00:00,2141,2050,Medium
EVT_0286,Public Holiday 2024,Public Holiday,D10,2024-08-11 10:00:00,2024-08-11 20:00:00,26390,17439,High
EVT_0287,Political Event 2025,Political Event,D07,2025-07-30 12:00:00,2025-07-30 19:00:00,5928,5243,Low
EVT_0288,Festival 2024,Festival,D17,2024-03-11 18:00:00,2024-03-11 22:00:00,31930,30111,High
EVT_0289,Parade 2023,Parade,D14,2023-03-02 09:00:00,2023-03-02 12:00:00,18767,13833,High
EVT_0290,Parade 2024,Parade,D03,2024-09-07 12:00:00,2024-09-07 22:00:00,39504,40580,High
EVT_0291,Football Match 2023,Football Match,D12,2023-04-03 12:00:00,2023-04-03 15:00:00,59748,47112,Extreme
EVT_0292,Cultural Festival 2025,Cultural Festival,D13,2025-01-01 18:00:00,2025-01-02 02:00:00,3309,3010,Low
EVT_0293,Cultural Festival 2023,Cultural Festival,D02,2023-11-24 13:00:00,2023-11-24 20:00:00,3172,2825,Low
EVT_0294,Conference 2025,Conference,D03,2025-03-09 15:00:00,2025-03-09 23:00:00,1785,1647,Medium
EVT_0295,Conference 2023,Conference,D05,2023-10-08 17:00:00,2023-10-08 20:00:00,2936,2637,Low
EVT_0296,Public Holiday 2025,Public Holiday,D11,2025-08-22 10:00:00,2025-08-22 18:00:00,15498,14563,High
EVT_0297,Festival 2024,Festival,D08,2024-03-12 15:00:00,2024-03-12 20:00:00,23865,22773,High
EVT_0298,Public Holiday 2024,Public Holiday,D12,2024-12-08 18:00:00,2024-12-08 21:00:00,21181,20860,High
EVT_0299,Conference 2023,Conference,D07,2023-07-02 13:00:00,2023-07-02 22:00:00,4456,4154,Medium
EVT_0300,Concert 2025,Concert,D15,2025-09-28 12:00:00,2025-09-28 17:00:00,39554,34182,High
