event_id,timestamp,district_id,emergency_type,severity_level,response_time_minutes,ambulance_required,hospital_transport_required,weather_related_flag,traffic_related_flag,outcome
EMG_002550,2023-08-08 12:11:00,D08,Medical Emergency,Low,21.77271590533135,1,0,0,0,Resolved On-Site
EMG_002551,2023-08-08 13:47:00,D13,Public Safety Incident,High,9.909930906649343,0,0,0,0,Transported to Hospital
EMG_002552,2023-08-08 17:34:00,D04,Traffic Accident,High,28.247604597684738,1,1,0,1,Transported to Hospital
EMG_002553,2023-08-08 18:59:00,D20,Medical Emergency,High,13.68906851115228,1,1,0,0,Resolved On-Site
EMG_002554,2023-08-08 20:04:00,D20,Infrastructure Failure,Medium,13.548506937862713,0,0,0,0,Resolved On-Site
EMG_002555,2023-08-09 01:10:00,D18,Public Safety Incident,Low,17.671010413157802,0,0,0,0,Resolved On-Site
EMG_002556,2023-08-09 05:18:00,D10,Medical Emergency,Critical,6.9789939506760765,1,1,0,0,Transported to Hospital
EMG_002557,2023-08-09 07:51:00,D17,Traffic Accident,Low,26.776153481666917,1,0,0,1,Resolved On-Site
EMG_002558,2023-08-09 09:50:00,D05,Traffic Accident,Low,29.14013567529061,1,0,0,1,Resolved On-Site
EMG_002559,2023-08-09 10:57:00,D02,Traffic Accident,Medium,21.868118869979895,1,0,0,1,Referred to Other Agency
EMG_002560,2023-08-09 15:25:00,D20,Fire,Low,19.536861218308044,0,0,0,0,Resolved On-Site
EMG_002561,2023-08-09 17:04:00,D18,Medical Emergency,Low,24.936642437898758,1,0,0,0,Resolved On-Site
EMG_002562,2023-08-09 18:07:00,D14,Traffic Accident,Medium,22.57675028811965,1,0,0,1,Resolved On-Site
EMG_002563,2023-08-10 01:06:00,D11,Medical Emergency,Low,19.14321622235969,1,0,0,0,Resolved On-Site
EMG_002564,2023-08-10 03:24:00,D11,Medical Emergency,Medium,13.440866693162219,1,0,0,0,Resolved On-Site
EMG_002565,2023-08-10 04:26:00,D01,Medical Emergency,Low,17.294533262377737,1,0,0,0,Transported to Hospital
EMG_002566,2023-08-10 11:42:00,D06,Medical Emergency,Medium,16.887269362219183,1,0,0,0,Transported to Hospital
EMG_002567,2023-08-10 14:45:00,D19,Traffic Accident,Medium,17.45057273572806,1,0,0,1,Resolved On-Site
EMG_002568,2023-08-10 14:58:00,D19,Traffic Accident,Medium,19.688205146602638,1,0,0,1,Resolved On-Site
EMG_002569,2023-08-10 15:24:00,D15,Medical Emergency,High,10.413110206121164,1,1,0,0,Resolved On-Site
EMG_002570,2023-08-10 22:38:00,D17,Medical Emergency,Medium,15.711841532963787,1,0,0,0,Resolved On-Site
EMG_002571,2023-08-11 05:34:00,D11,Medical Emergency,Medium,13.412340674734253,1,0,0,0,Resolved On-Site
EMG_002572,2023-08-11 08:18:00,D02,Medical Emergency,Medium,22.784432752989602,1,0,0,0,Transported to Hospital
EMG_002573,2023-08-11 12:07:00,D14,Medical Emergency,Low,20.126852410306554,1,0,0,0,Resolved On-Site
EMG_002574,2023-08-11 13:25:00,D06,Traffic Accident,Medium,21.490377710784884,1,0,0,1,Resolved On-Site
EMG_002575,2023-08-11 14:24:00,D12,Medical Emergency,Medium,14.65975247192338,1,0,0,0,Resolved On-Site
EMG_002576,2023-08-11 16:56:00,D13,Medical Emergency,Low,17.86291880452033,1,0,0,0,Resolved On-Site
EMG_002577,2023-08-11 16:04:00,D13,Traffic Accident,Medium,16.413911558165168,1,0,0,1,Resolved On-Site
EMG_002578,2023-08-11 16:58:00,D13,Medical Emergency,High,16.721791109183236,1,1,0,0,Resolved On-Site
EMG_002579,2023-08-11 17:43:00,D01,Public Safety Incident,High,20.30517693939092,0,0,0,0,Resolved On-Site
EMG_002580,2023-08-11 17:55:00,D04,Medical Emergency,Critical,20.35989917669597,1,1,0,0,Resolved On-Site
EMG_002581,2023-08-11 17:17:00,D11,Medical Emergency,Low,35.458340316247,1,0,0,0,Resolved On-Site
EMG_002582,2023-08-11 17:02:00,D13,Medical Emergency,Medium,14.430126979732902,1,0,0,0,Transported to Hospital
EMG_002583,2023-08-11 19:58:00,D02,Weather Emergency,Low,47.627773587253294,0,0,1,0,Resolved On-Site
EMG_002584,2023-08-11 19:09:00,D05,Public Safety Incident,Low,49.69998453437139,0,0,0,0,Resolved On-Site
EMG_002585,2023-08-11 19:07:00,D08,Infrastructure Failure,Low,45.61681346423775,0,0,0,0,Resolved On-Site
EMG_002586,2023-08-11 19:01:00,D17,Weather Emergency,Medium,41.609628731523614,0,0,1,0,Resolved On-Site
EMG_002587,2023-08-11 19:57:00,D17,Medical Emergency,Medium,37.96379362586421,1,0,0,0,Transported to Hospital
EMG_002588,2023-08-11 20:22:00,D03,Weather Emergency,Medium,31.73671079308988,0,0,1,0,Transported to Hospital
EMG_002589,2023-08-11 20:50:00,D05,Weather Emergency,Critical,29.54278892925094,0,0,1,0,Resolved On-Site
EMG_002590,2023-08-11 20:28:00,D11,Traffic Accident,Medium,46.66616118627268,1,0,0,1,Resolved On-Site
EMG_002591,2023-08-11 20:43:00,D14,Medical Emergency,Low,37.58103159635346,1,0,0,0,Resolved On-Site
EMG_002592,2023-08-11 20:26:00,D16,Medical Emergency,Medium,31.109954933096645,1,0,0,0,Resolved On-Site
EMG_002593,2023-08-11 20:07:00,D16,Traffic Accident,Critical,24.16299604859979,1,1,0,1,Resolved On-Site
EMG_002594,2023-08-11 20:57:00,D18,Fire,Medium,35.87978969736444,0,0,0,0,Resolved On-Site
EMG_002595,2023-08-11 20:05:00,D19,Infrastructure Failure,Low,41.16975115328534,0,0,0,0,Resolved On-Site
EMG_002596,2023-08-11 20:14:00,D20,Weather Emergency,Low,39.164855746866614,0,0,1,0,Transported to Hospital
EMG_002597,2023-08-11 21:19:00,D04,Public Safety Incident,High,34.3180483937776,0,0,0,0,Transported to Hospital
EMG_002598,2023-08-11 21:30:00,D13,Medical Emergency,Low,30.99865484158896,1,0,0,0,Transported to Hospital
EMG_002599,2023-08-11 21:10:00,D13,Weather Emergency,Medium,28.54068320437952,0,0,1,0,Resolved On-Site
EMG_002600,2023-08-11 21:10:00,D14,Traffic Accident,Low,34.390281000006254,1,0,0,1,Transported to Hospital
EMG_002601,2023-08-11 21:46:00,D16,Traffic Accident,Low,35.07934244525247,1,0,0,1,Transported to Hospital
EMG_002602,2023-08-11 21:16:00,D18,Weather Emergency,Medium,37.820959662388766,0,0,1,0,Resolved On-Site
EMG_002603,2023-08-12 03:40:00,D07,Fire,Low,30.005226716470485,0,0,0,0,Transported to Hospital
EMG_002604,2023-08-12 03:32:00,D19,Public Safety Incident,Low,27.756850083961872,0,0,0,0,Transported to Hospital
EMG_002605,2023-08-12 04:48:00,D03,Weather Emergency,Medium,25.283958557258533,0,0,1,0,Transported to Hospital
EMG_002606,2023-08-12 04:36:00,D04,Infrastructure Failure,Medium,28.11383527676437,0,0,0,0,Resolved On-Site
EMG_002607,2023-08-12 04:27:00,D06,Medical Emergency,Medium,26.88028551109866,1,0,0,0,Resolved On-Site
EMG_002608,2023-08-12 04:30:00,D07,Medical Emergency,Medium,24.549276020270696,1,0,0,0,Transported to Hospital
EMG_002609,2023-08-12 04:01:00,D13,Public Safety Incident,Low,27.146010838859205,0,0,0,0,Resolved On-Site
EMG_002610,2023-08-12 06:19:00,D02,Fire,Medium,14.453351293439283,0,0,0,0,Resolved On-Site
EMG_002611,2023-08-12 12:39:00,D04,Fire,Low,19.426146719182114,0,0,0,0,Transported to Hospital
EMG_002612,2023-08-12 13:38:00,D20,Traffic Accident,Low,17.389193640651804,1,0,0,1,Transported to Hospital
EMG_002613,2023-08-13 02:41:00,D08,Medical Emergency,High,9.389300288201891,1,1,0,0,Resolved On-Site
EMG_002614,2023-08-13 02:43:00,D11,Traffic Accident,Critical,4.9769599300106355,1,1,0,1,Transported to Hospital
EMG_002615,2023-08-13 09:13:00,D11,Traffic Accident,Medium,19.694425457218323,1,0,0,1,Resolved On-Site
EMG_002616,2023-08-13 20:19:00,D15,Public Safety Incident,Medium,14.882208572888763,0,0,0,0,Transported to Hospital
EMG_002617,2023-08-13 20:24:00,D15,Medical Emergency,Low,17.938132036378054,1,0,0,0,Transported to Hospital
EMG_002618,2023-08-13 20:56:00,D15,Traffic Accident,Medium,13.967688242770599,1,0,0,1,Resolved On-Site
EMG_002619,2023-08-13 21:46:00,D06,Traffic Accident,Low,17.66292049029684,1,0,0,1,Resolved On-Site
EMG_002620,2023-08-13 21:10:00,D06,Medical Emergency,Low,23.97296644839765,1,0,0,0,Resolved On-Site
EMG_002621,2023-08-14 09:13:00,D08,Infrastructure Failure,Low,23.12730357134785,0,0,0,0,Resolved On-Site
EMG_002622,2023-08-14 12:00:00,D01,Medical Emergency,Low,23.311702657342664,1,0,0,0,Resolved On-Site
EMG_002623,2023-08-14 12:20:00,D12,Infrastructure Failure,Low,18.364239490602145,0,0,0,0,Transported to Hospital
EMG_002624,2023-08-14 19:15:00,D06,Infrastructure Failure,Medium,21.667366207005035,0,0,0,0,Transported to Hospital
EMG_002625,2023-08-15 01:40:00,D19,Medical Emergency,Medium,10.179740967897292,1,0,0,0,Referred to Other Agency
EMG_002626,2023-08-15 01:24:00,D19,Medical Emergency,Low,14.08732462082788,1,0,0,0,Transported to Hospital
EMG_002627,2023-08-15 01:24:00,D19,Medical Emergency,Medium,16.711051236608597,1,0,0,0,Resolved On-Site
EMG_002628,2023-08-15 07:40:00,D06,Public Safety Incident,High,16.72874863592973,0,0,0,0,Transported to Hospital
EMG_002629,2023-08-15 07:16:00,D08,Medical Emergency,Low,24.865212712939393,1,0,0,0,Referred to Other Agency
EMG_002630,2023-08-15 07:51:00,D08,Public Safety Incident,Medium,21.52227433504551,0,0,0,0,Transported to Hospital
EMG_002631,2023-08-15 15:05:00,D06,Infrastructure Failure,Medium,17.597177726441057,0,0,0,0,Transported to Hospital
EMG_002632,2023-08-15 15:11:00,D18,Fire,High,14.261330749265559,0,0,0,0,Resolved On-Site
EMG_002633,2023-08-15 17:05:00,D20,Traffic Accident,Low,25.02083926017746,1,0,0,1,Resolved On-Site
EMG_002634,2023-08-15 19:21:00,D17,Medical Emergency,Low,29.763131340036153,1,0,0,0,Resolved On-Site
EMG_002635,2023-08-15 22:04:00,D03,Medical Emergency,Low,14.072240373088194,1,0,0,0,Resolved On-Site
EMG_002636,2023-08-15 22:35:00,D12,Public Safety Incident,Medium,14.477642947566382,0,0,0,0,Resolved On-Site
EMG_002637,2023-08-16 03:21:00,D05,Medical Emergency,Low,14.631082410420763,1,0,0,0,Transported to Hospital
EMG_002638,2023-08-16 06:56:00,D09,Medical Emergency,Low,22.792789370850866,1,0,0,0,Transported to Hospital
EMG_002639,2023-08-16 06:19:00,D09,Infrastructure Failure,Low,25.591436086236097,0,0,0,0,Transported to Hospital
EMG_002640,2023-08-16 09:21:00,D02,Infrastructure Failure,Medium,23.658400826981396,0,0,0,0,Resolved On-Site
EMG_002641,2023-08-16 09:44:00,D11,Traffic Accident,Medium,34.269841658300805,1,0,0,1,Resolved On-Site
EMG_002642,2023-08-16 12:19:00,D01,Medical Emergency,Low,21.337312782310118,1,0,0,0,Resolved On-Site
EMG_002643,2023-08-16 12:55:00,D01,Traffic Accident,Medium,24.325787340962624,1,0,0,1,Transported to Hospital
EMG_002644,2023-08-16 12:20:00,D05,Medical Emergency,Medium,21.021311146496828,1,0,0,0,Resolved On-Site
EMG_002645,2023-08-16 16:41:00,D09,Traffic Accident,Medium,26.580015410417285,1,0,0,1,Transported to Hospital
EMG_002646,2023-08-17 05:27:00,D16,Medical Emergency,Low,16.885082822144508,1,0,0,0,Resolved On-Site
EMG_002647,2023-08-17 07:37:00,D03,Public Safety Incident,High,10.011542987613527,0,0,0,0,Resolved On-Site
EMG_002648,2023-08-17 07:30:00,D07,Traffic Accident,Low,30.52596014112407,1,0,0,1,Resolved On-Site
EMG_002649,2023-08-17 09:28:00,D19,Medical Emergency,High,20.486864598741782,1,1,0,0,Resolved On-Site
EMG_002650,2023-08-17 09:45:00,D19,Traffic Accident,High,18.374106141885868,1,1,0,1,Resolved On-Site
EMG_002651,2023-08-17 09:50:00,D19,Medical Emergency,Medium,24.30510905279997,1,0,0,0,Resolved On-Site
EMG_002652,2023-08-17 12:21:00,D15,Public Safety Incident,Medium,16.82376095101689,0,0,0,0,Resolved On-Site
EMG_002653,2023-08-17 14:27:00,D11,Infrastructure Failure,Medium,27.683736356041802,0,0,0,0,Resolved On-Site
EMG_002654,2023-08-17 14:29:00,D19,Medical Emergency,Low,19.891847849349908,1,0,0,0,Resolved On-Site
EMG_002655,2023-08-17 22:14:00,D11,Medical Emergency,Low,30.73111967696522,1,0,0,0,Transported to Hospital
EMG_002656,2023-08-17 22:43:00,D17,Traffic Accident,High,12.726054514051164,1,1,0,1,Transported to Hospital
EMG_002657,2023-08-18 04:44:00,D06,Traffic Accident,Low,20.202575848035963,1,0,0,1,Resolved On-Site
EMG_002658,2023-08-18 11:03:00,D15,Traffic Accident,Medium,15.19733979097274,1,0,0,1,Transported to Hospital
EMG_002659,2023-08-18 21:48:00,D18,Traffic Accident,Low,19.141430317950245,1,0,0,1,Resolved On-Site
EMG_002660,2023-08-19 01:36:00,D18,Infrastructure Failure,Medium,11.203311840934612,0,0,0,0,Resolved On-Site
EMG_002661,2023-08-19 01:21:00,D18,Traffic Accident,Low,16.48783393015408,1,0,0,1,Transported to Hospital
EMG_002662,2023-08-19 03:57:00,D15,Infrastructure Failure,Medium,12.078360558345464,0,0,0,0,Resolved On-Site
EMG_002663,2023-08-19 03:44:00,D15,Public Safety Incident,Low,15.86815825353587,0,0,0,0,Transported to Hospital
EMG_002664,2023-08-19 08:25:00,D11,Public Safety Incident,Medium,22.62997659856886,0,0,0,0,Resolved On-Site
EMG_002665,2023-08-19 09:14:00,D09,Medical Emergency,Medium,19.190883064019513,1,0,0,0,Transported to Hospital
EMG_002666,2023-08-19 10:22:00,D12,Public Safety Incident,High,6.832737196822206,0,0,0,0,Resolved On-Site
EMG_002667,2023-08-19 10:28:00,D19,Medical Emergency,Medium,18.522702725524688,1,0,0,0,Transported to Hospital
EMG_002668,2023-08-19 16:27:00,D07,Medical Emergency,Low,22.065745947879066,1,0,0,0,Referred to Other Agency
EMG_002669,2023-08-19 19:48:00,D02,Medical Emergency,Medium,17.169682606976956,1,0,0,0,Resolved On-Site
EMG_002670,2023-08-20 05:05:00,D11,Traffic Accident,High,9.874594865359967,1,1,0,1,Resolved On-Site
EMG_002671,2023-08-20 09:33:00,D10,Traffic Accident,Medium,18.668432367696642,1,0,0,1,Transported to Hospital
EMG_002672,2023-08-20 13:23:00,D04,Traffic Accident,High,14.959929821546089,1,1,0,1,Transported to Hospital
EMG_002673,2023-08-20 21:53:00,D05,Medical Emergency,Medium,16.232156285146893,1,0,0,0,Resolved On-Site
EMG_002674,2023-08-20 21:16:00,D05,Traffic Accident,Medium,17.222807962767043,1,0,0,1,Resolved On-Site
EMG_002675,2023-08-20 22:31:00,D11,Traffic Accident,Medium,22.709068657712216,1,0,0,1,Transported to Hospital
EMG_002676,2023-08-20 22:11:00,D11,Medical Emergency,Low,26.55872375602089,1,0,0,0,Resolved On-Site
EMG_002677,2023-08-21 03:07:00,D14,Traffic Accident,Low,11.525322783871163,1,0,0,1,Resolved On-Site
EMG_002678,2023-08-21 04:44:00,D17,Public Safety Incident,Medium,11.566258938436704,0,0,0,0,Resolved On-Site
EMG_002679,2023-08-21 08:32:00,D04,Medical Emergency,Medium,30.47963750292306,1,0,0,0,Transported to Hospital
EMG_002680,2023-08-21 11:48:00,D15,Medical Emergency,Medium,18.48438841990519,1,0,0,0,Resolved On-Site
EMG_002681,2023-08-21 13:22:00,D05,Medical Emergency,Medium,18.435411001270403,1,0,0,0,Resolved On-Site
EMG_002682,2023-08-21 14:07:00,D13,Traffic Accident,High,12.338329722504065,1,1,0,1,Transported to Hospital
EMG_002683,2023-08-21 16:12:00,D07,Traffic Accident,High,19.963935007109296,1,1,0,1,Resolved On-Site
EMG_002684,2023-08-21 19:21:00,D06,Medical Emergency,High,27.74570098872072,1,1,0,0,Resolved On-Site
EMG_002685,2023-08-21 22:58:00,D05,Fire,Low,39.52098475940059,0,0,0,0,Transported to Hospital
EMG_002686,2023-08-21 22:21:00,D10,Traffic Accident,Medium,32.17679019821649,1,0,0,1,Resolved On-Site
EMG_002687,2023-08-21 23:33:00,D03,Weather Emergency,High,21.39476861525015,0,0,1,0,Transported to Hospital
EMG_002688,2023-08-21 23:57:00,D03,Infrastructure Failure,Medium,24.591516241534666,0,0,0,0,Resolved On-Site
EMG_002689,2023-08-21 23:54:00,D03,Traffic Accident,Medium,25.691108674870016,1,0,0,1,Transported to Hospital
EMG_002690,2023-08-21 23:34:00,D13,Weather Emergency,Medium,27.33684606256836,0,0,1,0,Resolved On-Site
EMG_002691,2023-08-21 23:28:00,D14,Traffic Accident,Medium,28.822718361719,1,0,0,1,Transported to Hospital
EMG_002692,2023-08-21 23:30:00,D17,Traffic Accident,Medium,25.613128728119147,1,0,0,1,Resolved On-Site
EMG_002693,2023-08-22 00:00:00,D03,Infrastructure Failure,High,22.439271264106857,0,0,0,0,Resolved On-Site
EMG_002694,2023-08-22 00:08:00,D05,Infrastructure Failure,Medium,23.033139401670148,0,0,0,0,Transported to Hospital
EMG_002695,2023-08-22 01:16:00,D03,Traffic Accident,Medium,22.79109564773441,1,0,0,1,Resolved On-Site
EMG_002696,2023-08-22 01:23:00,D03,Medical Emergency,Medium,29.256768496032645,1,0,0,0,Resolved On-Site
EMG_002697,2023-08-22 01:21:00,D15,Weather Emergency,Critical,15.982574994403283,0,0,1,0,Resolved On-Site
EMG_002698,2023-08-22 02:33:00,D05,Traffic Accident,Medium,25.056974714666755,1,0,0,1,Resolved On-Site
EMG_002699,2023-08-22 02:39:00,D08,Weather Emergency,Low,30.63573549710367,0,0,1,0,Resolved On-Site
EMG_002700,2023-08-22 02:10:00,D09,Medical Emergency,High,24.665800954483114,1,1,0,0,Resolved On-Site
EMG_002701,2023-08-22 02:45:00,D10,Weather Emergency,Medium,25.693099091739906,0,0,1,0,Transported to Hospital
EMG_002702,2023-08-22 02:20:00,D18,Traffic Accident,Medium,24.436825974577634,1,0,0,1,Resolved On-Site
EMG_002703,2023-08-22 11:21:00,D10,Traffic Accident,High,14.078892384522067,1,1,0,1,Resolved On-Site
EMG_002704,2023-08-22 13:12:00,D02,Medical Emergency,Medium,16.5745683756974,1,0,0,0,Resolved On-Site
EMG_002705,2023-08-22 13:48:00,D02,Medical Emergency,Low,21.601792515912962,1,0,0,0,Resolved On-Site
EMG_002706,2023-08-22 13:54:00,D02,Medical Emergency,Medium,17.177685302896474,1,0,0,0,Resolved On-Site
EMG_002707,2023-08-22 13:29:00,D09,Public Safety Incident,Low,23.397307528474027,0,0,0,0,Resolved On-Site
EMG_002708,2023-08-22 13:03:00,D09,Fire,Low,23.823836894530423,0,0,0,0,Transported to Hospital
EMG_002709,2023-08-22 15:05:00,D09,Fire,Low,25.640350528622253,0,0,0,0,Resolved On-Site
EMG_002710,2023-08-22 17:15:00,D14,Fire,Low,22.098117085125704,0,0,0,0,Resolved On-Site
EMG_002711,2023-08-22 17:19:00,D20,Traffic Accident,Medium,18.48842868646979,1,0,0,1,Transported to Hospital
EMG_002712,2023-08-22 17:05:00,D20,Medical Emergency,Medium,22.106276409605204,1,0,0,0,Resolved On-Site
EMG_002713,2023-08-22 19:26:00,D08,Traffic Accident,Low,22.604332081382715,1,0,0,1,Referred to Other Agency
EMG_002714,2023-08-22 19:31:00,D17,Traffic Accident,Medium,20.354266183323016,1,0,0,1,Resolved On-Site
EMG_002715,2023-08-22 19:11:00,D17,Medical Emergency,Low,22.62340899616737,1,0,0,0,Transported to Hospital
EMG_002716,2023-08-23 12:29:00,D01,Medical Emergency,Medium,18.80564729630036,1,0,0,0,Transported to Hospital
EMG_002717,2023-08-23 12:08:00,D06,Infrastructure Failure,Medium,19.58542858406236,0,0,0,0,Resolved On-Site
EMG_002718,2023-08-23 23:38:00,D15,Public Safety Incident,Low,15.069112432517072,0,0,0,0,Resolved On-Site
EMG_002719,2023-08-23 23:49:00,D15,Traffic Accident,Low,16.256483683024115,1,0,0,1,Resolved On-Site
EMG_002720,2023-08-24 00:50:00,D03,Traffic Accident,Critical,9.16733366996841,1,1,0,1,Resolved On-Site
EMG_002721,2023-08-24 01:24:00,D10,Fire,Medium,9.568179257477965,0,0,0,0,Resolved On-Site
EMG_002722,2023-08-24 02:06:00,D08,Medical Emergency,Medium,12.264529133105286,1,0,0,0,Resolved On-Site
EMG_002723,2023-08-24 02:46:00,D09,Traffic Accident,Medium,11.254267499622152,1,0,0,1,Resolved On-Site
EMG_002724,2023-08-24 04:00:00,D04,Medical Emergency,Medium,14.667451304348777,1,0,0,0,Resolved On-Site
EMG_002725,2023-08-24 04:43:00,D07,Medical Emergency,High,6.210527334203265,1,1,0,0,Transported to Hospital
EMG_002726,2023-08-24 05:00:00,D03,Medical Emergency,Critical,5.970330202926169,1,1,0,0,Resolved On-Site
EMG_002727,2023-08-24 06:12:00,D06,Medical Emergency,Medium,21.184458700108536,1,0,0,0,Transported to Hospital
EMG_002728,2023-08-24 06:51:00,D11,Medical Emergency,Low,30.429500021654448,1,0,0,0,Transported to Hospital
EMG_002729,2023-08-24 06:33:00,D12,Medical Emergency,Critical,7.515502985031473,1,1,0,0,Resolved On-Site
EMG_002730,2023-08-24 06:24:00,D18,Weather Emergency,High,11.544299221702861,0,0,1,0,Transported to Hospital
EMG_002731,2023-08-24 07:28:00,D10,Traffic Accident,Low,24.13462449969608,1,0,0,1,Resolved On-Site
EMG_002732,2023-08-24 09:07:00,D14,Weather Emergency,High,15.475461274990598,0,0,1,0,Transported to Hospital
EMG_002733,2023-08-24 09:53:00,D14,Medical Emergency,Low,22.358479279783246,1,0,0,0,Transported to Hospital
EMG_002734,2023-08-24 09:01:00,D19,Fire,Medium,20.730227029509006,0,0,0,0,Transported to Hospital
EMG_002735,2023-08-24 10:15:00,D12,Medical Emergency,Low,19.296081337460706,1,0,0,0,Transported to Hospital
EMG_002736,2023-08-24 10:29:00,D18,Fire,Medium,19.59611318599282,0,0,0,0,Resolved On-Site
EMG_002737,2023-08-24 11:11:00,D13,Public Safety Incident,Low,17.987082867749415,0,0,0,0,Referred to Other Agency
EMG_002738,2023-08-24 14:51:00,D01,Medical Emergency,Medium,22.827173376352327,1,0,0,0,Resolved On-Site
EMG_002739,2023-08-24 14:18:00,D19,Medical Emergency,Medium,16.88862114417931,1,0,0,0,Transported to Hospital
EMG_002740,2023-08-24 15:41:00,D20,Medical Emergency,Medium,16.454184242058137,1,0,0,0,Resolved On-Site
EMG_002741,2023-08-24 16:44:00,D13,Medical Emergency,Low,20.889762475922144,1,0,0,0,Resolved On-Site
EMG_002742,2023-08-24 19:42:00,D01,Traffic Accident,Low,32.10763950949029,1,0,0,1,Transported to Hospital
EMG_002743,2023-08-24 19:00:00,D08,Medical Emergency,High,15.493492995653673,1,1,0,0,Referred to Other Agency
EMG_002744,2023-08-24 19:47:00,D11,Traffic Accident,High,30.20672517543621,1,1,0,1,Resolved On-Site
EMG_002745,2023-08-24 23:25:00,D01,Medical Emergency,Low,13.655693190322223,1,0,0,0,Referred to Other Agency
EMG_002746,2023-08-25 00:35:00,D09,Traffic Accident,Medium,11.803162818007447,1,0,0,1,Transported to Hospital
EMG_002747,2023-08-25 01:52:00,D01,Traffic Accident,High,13.200969948023126,1,1,0,1,Referred to Other Agency
EMG_002748,2023-08-25 05:47:00,D04,Traffic Accident,Low,16.490330130207347,1,0,0,1,Resolved On-Site
EMG_002749,2023-08-25 05:48:00,D10,Medical Emergency,Medium,13.406133599926749,1,0,0,0,Transported to Hospital
EMG_002750,2023-08-25 05:58:00,D13,Traffic Accident,Low,16.47670479395467,1,0,0,1,Resolved On-Site
EMG_002751,2023-08-25 05:33:00,D20,Medical Emergency,Medium,10.758354738143744,1,0,0,0,Resolved On-Site
EMG_002752,2023-08-25 06:32:00,D03,Medical Emergency,Low,16.277277197933884,1,0,0,0,Transported to Hospital
EMG_002753,2023-08-25 06:32:00,D08,Medical Emergency,High,11.192021251203899,1,1,0,0,Transported to Hospital
EMG_002754,2023-08-25 06:57:00,D18,Medical Emergency,Low,23.822143326217372,1,0,0,0,Resolved On-Site
EMG_002755,2023-08-25 06:29:00,D18,Traffic Accident,Critical,10.275046501140524,1,1,0,1,Transported to Hospital
EMG_002756,2023-08-25 06:23:00,D20,Medical Emergency,Critical,13.150958887150033,1,1,0,0,Resolved On-Site
EMG_002757,2023-08-25 07:42:00,D01,Medical Emergency,Low,31.71617437478659,1,0,0,0,Resolved On-Site
EMG_002758,2023-08-25 07:40:00,D04,Medical Emergency,Low,30.38693561291278,1,0,0,0,Resolved On-Site
EMG_002759,2023-08-25 07:13:00,D06,Medical Emergency,Low,28.45322547686424,1,0,0,0,Resolved On-Site
EMG_002760,2023-08-25 07:09:00,D15,Medical Emergency,High,19.07450175835967,1,1,0,0,Resolved On-Site
EMG_002761,2023-08-25 07:59:00,D17,Medical Emergency,Medium,19.898770257317498,1,0,0,0,Resolved On-Site
EMG_002762,2023-08-25 08:08:00,D19,Medical Emergency,Medium,22.754964498577653,1,0,0,0,Resolved On-Site
EMG_002763,2023-08-25 09:39:00,D04,Medical Emergency,High,22.1900387104173,1,1,0,0,Resolved On-Site
EMG_002764,2023-08-25 09:06:00,D07,Fire,Medium,30.701333452159858,0,0,0,0,Resolved On-Site
EMG_002765,2023-08-25 09:45:00,D09,Traffic Accident,Medium,27.541925989133787,1,0,0,1,Transported to Hospital
EMG_002766,2023-08-25 10:04:00,D02,Weather Emergency,High,16.880497579118938,0,0,1,0,Resolved On-Site
EMG_002767,2023-08-25 13:23:00,D15,Medical Emergency,Low,15.927042453546083,1,0,0,0,Resolved On-Site
EMG_002768,2023-08-25 14:02:00,D06,Traffic Accident,Low,26.798044017601022,1,0,0,1,Resolved On-Site
EMG_002769,2023-08-25 14:30:00,D12,Medical Emergency,Medium,14.523996411010431,1,0,0,0,Transported to Hospital
EMG_002770,2023-08-25 14:50:00,D16,Fire,Medium,16.223643690837445,0,0,0,0,Resolved On-Site
EMG_002771,2023-08-25 16:43:00,D03,Medical Emergency,Medium,13.163594710077179,1,0,0,0,Transported to Hospital
EMG_002772,2023-08-25 16:28:00,D10,Medical Emergency,High,15.276696923791047,1,1,0,0,Transported to Hospital
EMG_002773,2023-08-25 16:54:00,D12,Weather Emergency,Low,21.291725395307775,0,0,1,0,Resolved On-Site
EMG_002774,2023-08-25 16:15:00,D14,Medical Emergency,Medium,16.26102144503804,1,0,0,0,Transported to Hospital
EMG_002775,2023-08-25 17:46:00,D05,Medical Emergency,Low,26.35721452955624,1,0,0,0,Resolved On-Site
EMG_002776,2023-08-25 17:05:00,D17,Medical Emergency,Low,26.801541776752263,1,0,0,0,Transported to Hospital
EMG_002777,2023-08-25 18:14:00,D06,Public Safety Incident,Low,29.480217922255896,0,0,0,0,Resolved On-Site
EMG_002778,2023-08-25 19:28:00,D15,Medical Emergency,Medium,25.506662540654617,1,0,0,0,Resolved On-Site
EMG_002779,2023-08-25 19:48:00,D17,Public Safety Incident,Medium,25.05855750570141,0,0,0,0,Transported to Hospital
EMG_002780,2023-08-25 21:04:00,D06,Public Safety Incident,Low,20.985530128215107,0,0,0,0,Referred to Other Agency
EMG_002781,2023-08-25 23:13:00,D01,Medical Emergency,Medium,11.535241492319061,1,0,0,0,Resolved On-Site
EMG_002782,2023-08-26 00:54:00,D04,Traffic Accident,Medium,13.062073651669065,1,0,0,1,Resolved On-Site
EMG_002783,2023-08-26 01:27:00,D03,Medical Emergency,Low,13.115013967951946,1,0,0,0,Resolved On-Site
